file,bird,labels_bg
XC367697.amp,amegfi,amerob buggna
XC368590.amp,amegfi,
XC372211.amp,amegfi,carwre eastow
XC382506.amp,amegfi,
XC383905.amp,amegfi,
XC383960.amp,amegfi,norcar
XC385027.amp,amegfi,
XC385206.amp,amegfi,cedwax rewbla lesgol comyel bkbmag1
XC388255.amp,amegfi,
XC389252.amp,amegfi,
XC390608.amp,amegfi,
XC394110.amp,amegfi,
XC411318.amp,amegfi,
XC420842.amp,amegfi,
XC428425.amp,amegfi,swaspa comyel rewbla sora moudov
XC429266.amp,amegfi,
XC437593.amp,amegfi,marwre rewbla
XC453934.amp,amegfi,
XC454621.amp,amegfi,
XC462056.amp,amegfi,
XC476270.amp,amegfi,rewbla
XC483030.amp,amegfi,
XC486563.amp,amegfi,
XC493543.amp,amegfi,
XC496109.amp,amegfi,
XC502629.amp,amegfi,sonspa
XC504150.amp,amegfi,carwre
XC51411.amp,amegfi,
XC114061.amp,amekes,
XC127418.amp,amekes,
XC133392.amp,amekes,
XC138718.amp,amekes,larspa moudov
XC147272.amp,amekes,
XC147273.amp,amekes,
XC160904.amp,amekes,
XC16111.amp,amekes,
XC213165.amp,amekes,
XC214256.amp,amekes,
XC214257.amp,amekes,
XC214259.amp,amekes,
XC216657.amp,amekes,wesmea houfin pinjay canwre
XC238264.amp,amekes,
XC250844.amp,amekes,
XC253328.amp,amekes,
XC253935.amp,amekes,
XC253951.amp,amekes,
XC254588.amp,amekes,
XC254589.amp,amekes,spotow norfli
XC257401.amp,amekes,
XC267262.amp,amekes,
XC278000.amp,amekes,amerob
XC289032.amp,amekes,
XC289663.amp,amekes,
XC297550.amp,amekes,
XC298663.amp,amekes,
XC304798.amp,amekes,cowscj1
XC308302.amp,amekes,
XC341005.amp,amekes,amecro norcar reshaw rebwoo carwre houwre
XC348428.amp,amekes,
XC362105.amp,amekes,
XC362208.amp,amekes,normoc blkpho
XC362209.amp,amekes,
XC375505.amp,amekes,amerob
XC391843.amp,amekes,grtgra
XC399014.amp,amekes,
XC416142.amp,amekes,
XC418510.amp,amekes,amerob
XC418891.amp,amekes,
XC418893.amp,amekes,
XC419402.amp,amekes,
XC420472.amp,amekes,
XC420473.amp,amekes,
XC421160.amp,amekes,
XC426297.amp,amekes,normoc
XC426298.amp,amekes,
XC431030.amp,amekes,
XC431032.amp,amekes,
XC432334.amp,amekes,
XC438159.amp,amekes,
XC443522.amp,amekes,
XC443812.amp,amekes,
XC449552.amp,amekes,
XC451207.amp,amekes,pinjay amewig
XC451253.amp,amekes,
XC452613.amp,amekes,
XC454402.amp,amekes,
XC466164.amp,amekes,
XC466166.amp,amekes,
XC466449.amp,amekes,
XC473676.amp,amekes,eastow easkin normoc easmea fiespa prawar
XC482875.amp,amekes,
XC483212.amp,amekes,
XC48475.amp,amekes,
XC50661.amp,amekes,
XC51473.amp,amekes,
XC51474.amp,amekes,
XC51475.amp,amekes,
XC51476.amp,amekes,
XC51477.amp,amekes,
XC53405.amp,amekes,
XC56416.amp,amekes,indbun
XC59480.amp,amekes,
XC61168.amp,amekes,
XC101593.amp,amered,amered buhvir
XC125512.amp,amered,
XC133902.amp,amered,ovenbi1 amecro woothr norcar bkcchi
XC134496.amp,amered,
XC134499.amp,amered,
XC135440.amp,amered,
XC135462.amp,amered,
XC135463.amp,amered,
XC135466.amp,amered,
XC135468.amp,amered,
XC137604.amp,amered,
XC137610.amp,amered,
XC139433.amp,amered,
XC139439.amp,amered,
XC139880.amp,amered,
XC139937.amp,amered,
XC139938.amp,amered,
XC142592.amp,amered,cedwax blujay
XC144666.amp,amered,
XC149269.amp,amered,
XC167793.amp,amered,grcfly grycat brdowl
XC17100.amp,amered,
XC177037.amp,amered,
XC178129.amp,amered,
XC178310.amp,amered,
XC179185.amp,amered,
XC179188.amp,amered,woothr ovenbi1 eastow
XC179305.amp,amered,
XC179362.amp,amered,
XC179630.amp,amered,
XC179661.amp,amered,cangoo amegfi
XC183621.amp,amered,
XC186306.amp,amered,
XC187608.amp,amered,
XC187609.amp,amered,
XC187783.amp,amered,
XC188493.amp,amered,
XC188494.amp,amered,leafly
XC188495.amp,amered,warvir leafly amered ovenbi1 amerob
XC193127.amp,amered,amecro norwat ruckin swathr whtspa
XC193128.amp,amered,amecro swathr comloo ruckin amerob norwat
XC193130.amp,amered,bkcchi norwat ruckin amecro
XC193134.amp,amered,amecro swathr
XC193769.amp,amered,amerob amecro comrav sonspa rufhum
XC195834.amp,amered,warvir amerob comrav pibgre rewbla macwar
XC195835.amp,amered,swathr norwat pibgre
XC205267.amp,amered,grtgra
XC233159.amp,amered,
XC241121.amp,amered,
XC252571.amp,amered,
XC272153.amp,amered,
XC293012.amp,amered,
XC293013.amp,amered,
XC293435.amp,amered,veery
XC293615.amp,amered,
XC302517.amp,amered,
XC308434.amp,amered,
XC31114.amp,amered,robgro amerob
XC31116.amp,amered,
XC31117.amp,amered,
XC314923.amp,amered,
XC315359.amp,amered,carwre woothr
XC317757.amp,amered,
XC318331.amp,amered,
XC321344.amp,amered,
XC325262.amp,amered,
XC325810.amp,amered,
XC325943.amp,amered,
XC327739.amp,amered,
XC330861.amp,amered,
XC331421.amp,amered,
XC332762.amp,amered,
XC333385.amp,amered,
XC361030.amp,amered,
XC371041.amp,amered,
XC371414.amp,amered,
XC381036.amp,amered,
XC382119.amp,amered,reevir1
XC386075.amp,amered,
XC388173.amp,amered,amered
XC389300.amp,amered,buhvir magwar canwar
XC390592.amp,amered,
XC391157.amp,amered,
XC391158.amp,amered,
XC413723.amp,amered,
XC420882.amp,amered,
XC469603.amp,amered,
XC473929.amp,amered,
XC476107.amp,amered,cangoo easpho
XC476493.amp,amered,
XC476576.amp,amered,
XC477187.amp,amered,amerob
XC478597.amp,amered,
XC483145.amp,amered,
XC486220.amp,amered,eastow woothr
XC499322.amp,amered,
XC499324.amp,amered,
XC500093.amp,amered,
XC77881.amp,amered,
XC79972.amp,amered,eawpew reevir1
XC128490.amp,amerob,
XC129798.amp,amerob,mallar3 comyel
XC131093.amp,amerob,norcar rewbla comgra amecro blujay rebwoo houfin moudov
XC132864.amp,amerob,ribgul baleag
XC138063.amp,amerob,
XC139086.amp,amerob,
XC146297.amp,amerob,olsfly
XC164729.amp,amerob,
XC165267.amp,amerob,
XC165272.amp,amerob,herthr
XC165280.amp,amerob,bkcchi
XC165284.amp,amerob,norcar grycat rebwoo
XC165285.amp,amerob,btnwar btbwar
XC165291.amp,amerob,
XC165292.amp,amerob,
XC165294.amp,amerob,westan
XC165295.amp,amerob,
XC165298.amp,amerob,
XC165299.amp,amerob,
XC165300.amp,amerob,
XC165302.amp,amerob,
XC165303.amp,amerob,whtspa
XC165304.amp,amerob,amewoo whtspa
XC171727.amp,amerob,
XC172405.amp,amerob,stejay warvir westan
XC172423.amp,amerob,
XC175222.amp,amerob,blujay gockin ruckin sonspa
XC177384.amp,amerob,rebwoo
XC178008.amp,amerob,sonspa marwre
XC187409.amp,amerob,
XC189057.amp,amerob,whtspa
XC189058.amp,amerob,
XC189808.amp,amerob,swathr
XC194079.amp,amerob,
XC254483.amp,amerob,
XC254484.amp,amerob,
XC264344.amp,amerob,
XC269082.amp,amerob,
XC282428.amp,amerob,
XC294460.amp,amerob,
XC302644.amp,amerob,
XC307484.amp,amerob,
XC309318.amp,amerob,
XC309636.amp,amerob,
XC309928.amp,amerob,
XC310256.amp,amerob,
XC313351.amp,amerob,
XC313352.amp,amerob,
XC320472.amp,amerob,
XC320503.amp,amerob,
XC323246.amp,amerob,
XC324394.amp,amerob,
XC338199.amp,amerob,
XC366599.amp,amerob,
XC367008.amp,amerob,
XC368614.amp,amerob,
XC368615.amp,amerob,
XC375006.amp,amerob,
XC381535.amp,amerob,
XC381579.amp,amerob,
XC383961.amp,amerob,
XC384027.amp,amerob,
XC385843.amp,amerob,
XC394835.amp,amerob,
XC396272.amp,amerob,
XC406326.amp,amerob,
XC407819.amp,amerob,
XC409609.amp,amerob,
XC416294.amp,amerob,
XC422421.amp,amerob,
XC423449.amp,amerob,
XC424786.amp,amerob,
XC446457.amp,amerob,
XC446458.amp,amerob,
XC446460.amp,amerob,
XC446462.amp,amerob,
XC448274.amp,amerob,
XC451211.amp,amerob,
XC452609.amp,amerob,
XC464670.amp,amerob,
XC464766.amp,amerob,
XC464997.amp,amerob,
XC464999.amp,amerob,
XC465001.amp,amerob,
XC466048.amp,amerob,
XC466479.amp,amerob,
XC468243.amp,amerob,
XC468991.amp,amerob,
XC469605.amp,amerob,
XC474615.amp,amerob,
XC476494.amp,amerob,
XC476496.amp,amerob,
XC480682.amp,amerob,
XC480926.amp,amerob,
XC482331.amp,amerob,
XC483578.amp,amerob,
XC483628.amp,amerob,
XC483875.amp,amerob,
XC495411.amp,amerob,
XC504196.amp,amerob,
XC150015.amp,amewig,whtspa linspa reevir1
XC150063.amp,amewig,
XC152348.amp,amewig,
XC152396.amp,amewig,y00475 marwre sora
XC152873.amp,amewig,savspa chispa amerob whtspa rewbla
XC153020.amp,amewig,sora linspa chispa reevir1
XC165450.amp,amewig,mallar3
XC172886.amp,amewig,killde
XC172887.amp,amewig,
XC172888.amp,amewig,houfin
XC172889.amp,amewig,
XC172890.amp,amewig,
XC187408.amp,amewig,
XC187411.amp,amewig,
XC293789.amp,amewig,
XC298401.amp,amewig,
XC301850.amp,amewig,mallar3
XC305019.amp,amewig,
XC305020.amp,amewig,
XC305022.amp,amewig,
XC305023.amp,amewig,
XC305276.amp,amewig,
XC309315.amp,amewig,mallar3
XC335125.amp,amewig,
XC335126.amp,amewig,
XC379016.amp,amewig,
XC384955.amp,amewig,
XC396690.amp,amewig,mallar3
XC398300.amp,amewig,
XC403005.amp,amewig,
XC404504.amp,amewig,
XC448935.amp,amewig,
XC448937.amp,amewig,
XC141749.amp,baleag,
XC149270.amp,baleag,
XC149271.amp,baleag,wilsni1
XC149273.amp,baleag,
XC149275.amp,baleag,
XC149276.amp,baleag,
XC149277.amp,baleag,
XC150215.amp,baleag,
XC150216.amp,baleag,
XC160915.amp,baleag,
XC165314.amp,baleag,
XC167952.amp,baleag,cangoo
XC169752.amp,baleag,
XC177185.amp,baleag,carwre easmea comgra
XC191961.amp,baleag,
XC192236.amp,baleag,
XC192248.amp,baleag,
XC205515.amp,baleag,
XC205516.amp,baleag,
XC209321.amp,baleag,
XC212575.amp,baleag,
XC212577.amp,baleag,
XC288994.amp,baleag,amecro whbnut easblu chispa
XC293803.amp,baleag,
XC324581.amp,baleag,
XC328715.amp,baleag,comrav
XC344281.amp,baleag,houwre yerwar
XC344282.amp,baleag,houwre yerwar easpho pilwoo reshaw amecro amegfi
XC408110.amp,baleag,moudov
XC440639.amp,baleag,
XC446803.amp,baleag,
XC451490.amp,baleag,amecro
XC451810.amp,baleag,moudov
XC499561.amp,baleag,reevir1
XC51757.amp,baleag,
XC101614.amp,balori,sonspa norcar mallar3
XC11476.amp,balori,
XC134872.amp,balori,comyel fiespa amered amecro
XC139089.amp,balori,
XC139729.amp,balori,
XC153554.amp,balori,
XC153556.amp,balori,
XC153786.amp,balori,
XC166220.amp,balori,
XC16971.amp,balori,amerob warvir rewbla
XC175541.amp,balori,houfin indbun norcar
XC175542.amp,balori,houfin indbun norcar carwre rewbla
XC175543.amp,balori,indbun norcar rewbla
XC178046.amp,balori,leafly
XC179064.amp,balori,grcfly tuftit chispa sonspa
XC179631.amp,balori,rewbla comyel chispa amerob
XC181121.amp,balori,
XC182674.amp,balori,
XC182675.amp,balori,
XC184648.amp,balori,reevir1
XC185568.amp,balori,rewbla boboli easkin wesmea savspa amerob cedwax
XC185570.amp,balori,wesmea rewbla
XC199663.amp,balori,
XC216100.amp,balori,amecro rebwoo moudov
XC217753.amp,balori,rewbla dowwoo
XC217783.amp,balori,comyel rewbla indbun
XC217784.amp,balori,
XC217786.amp,balori,
XC217796.amp,balori,
XC217799.amp,balori,bkpwar chispa amerob rebwoo
XC217802.amp,balori,
XC217803.amp,balori,blujay bnhcow whcspa
XC217804.amp,balori,sonspa comyel rewbla amerob
XC217806.amp,balori,amerob rewbla grycat
XC217808.amp,balori,indbun comyel sonspa fiespa
XC217809.amp,balori,
XC217811.amp,balori,
XC236929.amp,balori,
XC240404.amp,balori,sonspa houwre btnwar
XC240731.amp,balori,
XC243991.amp,balori,comter
XC244358.amp,balori,
XC247768.amp,balori,blujay rebwoo reevir1
XC253854.amp,balori,
XC255284.amp,balori,
XC256292.amp,balori,rewbla
XC278196.amp,balori,
XC313532.amp,balori,
XC313533.amp,balori,
XC315277.amp,balori,blujay rewbla sonspa norcar
XC315312.amp,balori,grycat norcar
XC317288.amp,balori,
XC318680.amp,balori,norcar woothr grycat eawpew
XC319839.amp,balori,rewbla
XC319908.amp,balori,
XC322444.amp,balori,
XC323253.amp,balori,sonspa amerob chiswi
XC323704.amp,balori,carwre norcar amerob
XC324865.amp,balori,killde rewbla eawpew houwre
XC329040.amp,balori,
XC331558.amp,balori,
XC333620.amp,balori,
XC335644.amp,balori,killde houfin houspa
XC335645.amp,balori,rocwre houfin
XC367190.amp,balori,rewbla rebwoo
XC367798.amp,balori,amerob wewpew moudov houwre
XC367800.amp,balori,bkhgro moudov houwre
XC367801.amp,balori,bkhgro moudov houwre
XC367802.amp,balori,bkhgro moudov houwre
XC368307.amp,balori,
XC368438.amp,balori,
XC368961.amp,balori,
XC370500.amp,balori,easmea carwre
XC371921.amp,balori,eastow
XC375494.amp,balori,ovenbi1
XC381309.amp,balori,houwre
XC382084.amp,balori,
XC383954.amp,balori,
XC383972.amp,balori,norcar
XC388163.amp,balori,rewbla sonspa
XC388164.amp,balori,rewbla sonspa
XC388165.amp,balori,rewbla sonspa bkcchi warvir
XC389982.amp,balori,sposan rewbla amegfi
XC390276.amp,balori,
XC390279.amp,balori,rewbla comyel
XC390598.amp,balori,warvir woothr
XC391090.amp,balori,
XC391155.amp,balori,
XC391156.amp,balori,
XC396159.amp,balori,
XC407924.amp,balori,
XC415889.amp,balori,
XC418002.amp,balori,
XC428772.amp,balori,
XC442962.amp,balori,
XC444946.amp,balori,rewbla comyel prawar amecro
XC475086.amp,balori,
XC476519.amp,balori,
XC493544.amp,balori,
XC57029.amp,balori,
XC134349.amp,barswa,
XC139171.amp,barswa,
XC139728.amp,barswa,
XC142466.amp,barswa,
XC142632.amp,barswa,
XC142731.amp,barswa,
XC142977.amp,barswa,
XC156257.amp,barswa,
XC181956.amp,barswa,
XC188601.amp,barswa,
XC191024.amp,barswa,
XC191025.amp,barswa,
XC191543.amp,barswa,
XC197400.amp,barswa,
XC252235.amp,barswa,
XC252931.amp,barswa,
XC256543.amp,barswa,
XC267927.amp,barswa,
XC268755.amp,barswa,
XC271037.amp,barswa,
XC286592.amp,barswa,
XC288338.amp,barswa,
XC288339.amp,barswa,
XC288343.amp,barswa,
XC289357.amp,barswa,
XC307295.amp,barswa,
XC309194.amp,barswa,
XC309534.amp,barswa,
XC317542.amp,barswa,
XC317544.amp,barswa,
XC318261.amp,barswa,
XC319722.amp,barswa,
XC320720.amp,barswa,
XC320886.amp,barswa,
XC321212.amp,barswa,
XC330691.amp,barswa,
XC331266.amp,barswa,
XC333650.amp,barswa,
XC335495.amp,barswa,
XC337180.amp,barswa,
XC343867.amp,barswa,
XC344095.amp,barswa,
XC344096.amp,barswa,
XC349311.amp,barswa,
XC361739.amp,barswa,
XC361741.amp,barswa,
XC361744.amp,barswa,
XC361746.amp,barswa,
XC361807.amp,barswa,
XC361812.amp,barswa,
XC361815.amp,barswa,
XC361817.amp,barswa,
XC362311.amp,barswa,
XC363068.amp,barswa,
XC363996.amp,barswa,
XC364681.amp,barswa,
XC370786.amp,barswa,
XC375583.amp,barswa,
XC376077.amp,barswa,
XC376569.amp,barswa,
XC376772.amp,barswa,
XC376773.amp,barswa,
XC378412.amp,barswa,
XC378427.amp,barswa,
XC378429.amp,barswa,
XC378685.amp,barswa,
XC378710.amp,barswa,
XC379573.amp,barswa,
XC380526.amp,barswa,
XC383822.amp,barswa,
XC383831.amp,barswa,
XC383832.amp,barswa,
XC385612.amp,barswa,
XC394763.amp,barswa,
XC394892.amp,barswa,
XC405617.amp,barswa,
XC412707.amp,barswa,
XC413800.amp,barswa,
XC413887.amp,barswa,
XC423524.amp,barswa,
XC423687.amp,barswa,
XC428701.amp,barswa,
XC429022.amp,barswa,
XC431633.amp,barswa,
XC432092.amp,barswa,
XC433031.amp,barswa,
XC433032.amp,barswa,
XC433813.amp,barswa,
XC435493.amp,barswa,
XC443771.amp,barswa,
XC446455.amp,barswa,
XC447363.amp,barswa,
XC452058.amp,barswa,
XC452059.amp,barswa,
XC46803.amp,barswa,
XC471591.amp,barswa,
XC471705.amp,barswa,
XC471775.amp,barswa,
XC471778.amp,barswa,
XC472345.amp,barswa,
XC109314.amp,belkin1,
XC116054.amp,belkin1,
XC116055.amp,belkin1,
XC116056.amp,belkin1,haiwoo
XC11847.amp,belkin1,amtspa daejun
XC132870.amp,belkin1,easpho sonspa norfli
XC132872.amp,belkin1,sonspa
XC132873.amp,belkin1,easpho sonspa rewbla
XC139915.amp,belkin1,
XC144024.amp,belkin1,
XC149283.amp,belkin1,
XC149284.amp,belkin1,
XC149285.amp,belkin1,
XC149286.amp,belkin1,
XC149289.amp,belkin1,
XC149290.amp,belkin1,
XC152477.amp,belkin1,
XC160917.amp,belkin1,
XC161152.amp,belkin1,
XC167900.amp,belkin1,
XC169137.amp,belkin1,
XC175534.amp,belkin1,rewbla balori eastow
XC182677.amp,belkin1,
XC195032.amp,belkin1,
XC201427.amp,belkin1,
XC210697.amp,belkin1,
XC236409.amp,belkin1,amerob bkcchi
XC265043.amp,belkin1,barswa amegfi
XC268815.amp,belkin1,
XC277932.amp,belkin1,
XC288791.amp,belkin1,
XC289226.amp,belkin1,
XC289227.amp,belkin1,
XC290046.amp,belkin1,
XC306127.amp,belkin1,sonspa bewwre reshaw
XC307686.amp,belkin1,
XC315210.amp,belkin1,
XC321817.amp,belkin1,blugrb1 lazbun comnig
XC332245.amp,belkin1,amecro grycat
XC335999.amp,belkin1,
XC338621.amp,belkin1,
XC338622.amp,belkin1,wilfly
XC340666.amp,belkin1,norcar carwre whtspa
XC340786.amp,belkin1,
XC340787.amp,belkin1,
XC347979.amp,belkin1,
XC357969.amp,belkin1,
XC357970.amp,belkin1,
XC357971.amp,belkin1,
XC368940.amp,belkin1,
XC371323.amp,belkin1,
XC381310.amp,belkin1,
XC383433.amp,belkin1,
XC388263.amp,belkin1,
XC388707.amp,belkin1,rewbla
XC395194.amp,belkin1,
XC400852.amp,belkin1,comyel blkpho norcar
XC413175.amp,belkin1,easmea
XC443809.amp,belkin1,
XC448752.amp,belkin1,
XC451359.amp,belkin1,
XC451735.amp,belkin1,reshaw
XC452183.amp,belkin1,
XC457192.amp,belkin1,
XC458037.amp,belkin1,cangoo norcar
XC475171.amp,belkin1,
XC495188.amp,belkin1,
XC503144.amp,belkin1,rewbla
XC51775.amp,belkin1,blujay
XC114073.amp,bkcchi,
XC114086.amp,bkcchi,amecro
XC120878.amp,bkcchi,rebnut
XC121068.amp,bkcchi,
XC123506.amp,bkcchi,amecro
XC131952.amp,bkcchi,
