Bird Name,Audio File Name,Path,Bird Index
AMERICAN BITTERN,XC184881.wav,AMERICAN BITTERN\XC184881.wav,1
AMERICAN BITTERN,XC184882.wav,AMERICAN BITTERN\XC184882.wav,1
AMERICAN BITTERN,XC212025.wav,AMERICAN BITTERN\XC212025.wav,1
AMERICAN BITTERN,XC233158.wav,AMERICAN BITTERN\XC233158.wav,1
AMERICAN BITTERN,XC237517.wav,AMERICAN BITTERN\XC237517.wav,1
AMERICAN BITTERN,XC256110.wav,AMERICAN BITTERN\XC256110.wav,1
AMERICAN BITTERN,XC256198.wav,AMERICAN BITTERN\XC256198.wav,1
AMERICAN BITTERN,XC292673.wav,AMERICAN BITTERN\XC292673.wav,1
AMERICAN BITTERN,XC298363.wav,AMERICAN BITTERN\XC298363.wav,1
AMERICAN BITTERN,XC298966.wav,AMERICAN BITTERN\XC298966.wav,1
AMERICAN BITTERN,XC310044.wav,AMERICAN BITTERN\XC310044.wav,1
AMERICAN BITTERN,XC310045.wav,AMERICAN BITTERN\XC310045.wav,1
AMERICAN BITTERN,XC310046.wav,AMERICAN BITTERN\XC310046.wav,1
AMERICAN BITTERN,XC314525.wav,AMERICAN BITTERN\XC314525.wav,1
AMERICAN BITTERN,XC315463.wav,AMERICAN BITTERN\XC315463.wav,1
AMERICAN BITTERN,XC315610.wav,AMERICAN BITTERN\XC315610.wav,1
AMERICAN BITTERN,XC315750.wav,AMERICAN BITTERN\XC315750.wav,1
AMERICAN BITTERN,XC320057.wav,AMERICAN BITTERN\XC320057.wav,1
AMERICAN BITTERN,XC338164.wav,AMERICAN BITTERN\XC338164.wav,1
AMERICAN BITTERN,XC345022.wav,AMERICAN BITTERN\XC345022.wav,1
AMERICAN BITTERN,XC361329.wav,AMERICAN BITTERN\XC361329.wav,1
AMERICAN BITTERN,XC362480.wav,AMERICAN BITTERN\XC362480.wav,1
AMERICAN BITTERN,XC368194.wav,AMERICAN BITTERN\XC368194.wav,1
AMERICAN BITTERN,XC368402.wav,AMERICAN BITTERN\XC368402.wav,1
AMERICAN BITTERN,XC370240.wav,AMERICAN BITTERN\XC370240.wav,1
AMERICAN BITTERN,XC376418.wav,AMERICAN BITTERN\XC376418.wav,1
AMERICAN BITTERN,XC378969.wav,AMERICAN BITTERN\XC378969.wav,1
AMERICAN BITTERN,XC417855.wav,AMERICAN BITTERN\XC417855.wav,1
AMERICAN BITTERN,XC417863.wav,AMERICAN BITTERN\XC417863.wav,1
AMERICAN BITTERN,XC417864.wav,AMERICAN BITTERN\XC417864.wav,1
AMERICAN BITTERN,XC419704.wav,AMERICAN BITTERN\XC419704.wav,1
AMERICAN BITTERN,XC451067.wav,AMERICAN BITTERN\XC451067.wav,1
AMERICAN BITTERN,XC466915.wav,AMERICAN BITTERN\XC466915.wav,1
AMERICAN BITTERN,XC480763.wav,AMERICAN BITTERN\XC480763.wav,1
AMERICAN COOT,XC123344.wav,AMERICAN COOT\XC123344.wav,2
AMERICAN COOT,XC125510.wav,AMERICAN COOT\XC125510.wav,2
AMERICAN COOT,XC143696.wav,AMERICAN COOT\XC143696.wav,2
AMERICAN COOT,XC143697.wav,AMERICAN COOT\XC143697.wav,2
AMERICAN COOT,XC143698.wav,AMERICAN COOT\XC143698.wav,2
AMERICAN COOT,XC147270.wav,AMERICAN COOT\XC147270.wav,2
AMERICAN COOT,XC152403.wav,AMERICAN COOT\XC152403.wav,2
AMERICAN COOT,XC156076.wav,AMERICAN COOT\XC156076.wav,2
AMERICAN COOT,XC156185.wav,AMERICAN COOT\XC156185.wav,2
AMERICAN COOT,XC160852.wav,AMERICAN COOT\XC160852.wav,2
AMERICAN COOT,XC160853.wav,AMERICAN COOT\XC160853.wav,2
AMERICAN COOT,XC160854.wav,AMERICAN COOT\XC160854.wav,2
AMERICAN COOT,XC160855.wav,AMERICAN COOT\XC160855.wav,2
AMERICAN COOT,XC160857.wav,AMERICAN COOT\XC160857.wav,2
AMERICAN COOT,XC160859.wav,AMERICAN COOT\XC160859.wav,2
AMERICAN COOT,XC160861.wav,AMERICAN COOT\XC160861.wav,2
AMERICAN COOT,XC160863.wav,AMERICAN COOT\XC160863.wav,2
AMERICAN COOT,XC160864.wav,AMERICAN COOT\XC160864.wav,2
AMERICAN COOT,XC160866.wav,AMERICAN COOT\XC160866.wav,2
AMERICAN COOT,XC160868.wav,AMERICAN COOT\XC160868.wav,2
AMERICAN COOT,XC160869.wav,AMERICAN COOT\XC160869.wav,2
AMERICAN COOT,XC160871.wav,AMERICAN COOT\XC160871.wav,2
AMERICAN COOT,XC160872.wav,AMERICAN COOT\XC160872.wav,2
AMERICAN COOT,XC160874.wav,AMERICAN COOT\XC160874.wav,2
AMERICAN COOT,XC160875.wav,AMERICAN COOT\XC160875.wav,2
AMERICAN COOT,XC160876.wav,AMERICAN COOT\XC160876.wav,2
AMERICAN COOT,XC160877.wav,AMERICAN COOT\XC160877.wav,2
AMERICAN COOT,XC162084.wav,AMERICAN COOT\XC162084.wav,2
AMERICAN COOT,XC163057.wav,AMERICAN COOT\XC163057.wav,2
AMERICAN COOT,XC163731.wav,AMERICAN COOT\XC163731.wav,2
AMERICAN COOT,XC172861.wav,AMERICAN COOT\XC172861.wav,2
AMERICAN COOT,XC172862.wav,AMERICAN COOT\XC172862.wav,2
AMERICAN COOT,XC172863.wav,AMERICAN COOT\XC172863.wav,2
AMERICAN COOT,XC173471.wav,AMERICAN COOT\XC173471.wav,2
AMERICAN COOT,XC173472.wav,AMERICAN COOT\XC173472.wav,2
AMERICAN COOT,XC173476.wav,AMERICAN COOT\XC173476.wav,2
AMERICAN COOT,XC180456.wav,AMERICAN COOT\XC180456.wav,2
AMERICAN COOT,XC187633.wav,AMERICAN COOT\XC187633.wav,2
AMERICAN COOT,XC192186.wav,AMERICAN COOT\XC192186.wav,2
AMERICAN COOT,XC196573.wav,AMERICAN COOT\XC196573.wav,2
AMERICAN COOT,XC210409.wav,AMERICAN COOT\XC210409.wav,2
AMERICAN COOT,XC215090.wav,AMERICAN COOT\XC215090.wav,2
AMERICAN COOT,XC215223.wav,AMERICAN COOT\XC215223.wav,2
AMERICAN COOT,XC253357.wav,AMERICAN COOT\XC253357.wav,2
AMERICAN COOT,XC253878.wav,AMERICAN COOT\XC253878.wav,2
AMERICAN COOT,XC267558.wav,AMERICAN COOT\XC267558.wav,2
AMERICAN COOT,XC267942.wav,AMERICAN COOT\XC267942.wav,2
AMERICAN COOT,XC277615.wav,AMERICAN COOT\XC277615.wav,2
AMERICAN COOT,XC277617.wav,AMERICAN COOT\XC277617.wav,2
AMERICAN COOT,XC287788.wav,AMERICAN COOT\XC287788.wav,2
AMERICAN COOT,XC294873.wav,AMERICAN COOT\XC294873.wav,2
AMERICAN COOT,XC298174.wav,AMERICAN COOT\XC298174.wav,2
AMERICAN COOT,XC299110.wav,AMERICAN COOT\XC299110.wav,2
AMERICAN COOT,XC299112.wav,AMERICAN COOT\XC299112.wav,2
AMERICAN COOT,XC303675.wav,AMERICAN COOT\XC303675.wav,2
AMERICAN COOT,XC304264.wav,AMERICAN COOT\XC304264.wav,2
AMERICAN COOT,XC318751.wav,AMERICAN COOT\XC318751.wav,2
AMERICAN COOT,XC318752.wav,AMERICAN COOT\XC318752.wav,2
AMERICAN COOT,XC327654.wav,AMERICAN COOT\XC327654.wav,2
AMERICAN COOT,XC330301.wav,AMERICAN COOT\XC330301.wav,2
AMERICAN COOT,XC338399.wav,AMERICAN COOT\XC338399.wav,2
AMERICAN COOT,XC357657.wav,AMERICAN COOT\XC357657.wav,2
AMERICAN COOT,XC357659.wav,AMERICAN COOT\XC357659.wav,2
AMERICAN COOT,XC363448.wav,AMERICAN COOT\XC363448.wav,2
AMERICAN COOT,XC383912.wav,AMERICAN COOT\XC383912.wav,2
AMERICAN COOT,XC398304.wav,AMERICAN COOT\XC398304.wav,2
AMERICAN COOT,XC420466.wav,AMERICAN COOT\XC420466.wav,2
AMERICAN COOT,XC420468.wav,AMERICAN COOT\XC420468.wav,2
AMERICAN COOT,XC420469.wav,AMERICAN COOT\XC420469.wav,2
AMERICAN COOT,XC423350.wav,AMERICAN COOT\XC423350.wav,2
AMERICAN COOT,XC423351.wav,AMERICAN COOT\XC423351.wav,2
AMERICAN COOT,XC448938.wav,AMERICAN COOT\XC448938.wav,2
AMERICAN COOT,XC451356.wav,AMERICAN COOT\XC451356.wav,2
AMERICAN COOT,XC452093.wav,AMERICAN COOT\XC452093.wav,2
AMERICAN COOT,XC452094.wav,AMERICAN COOT\XC452094.wav,2
AMERICAN COOT,XC452164.wav,AMERICAN COOT\XC452164.wav,2
AMERICAN COOT,XC452166.wav,AMERICAN COOT\XC452166.wav,2
AMERICAN COOT,XC452168.wav,AMERICAN COOT\XC452168.wav,2
AMERICAN COOT,XC452169.wav,AMERICAN COOT\XC452169.wav,2
AMERICAN COOT,XC452170.wav,AMERICAN COOT\XC452170.wav,2
AMERICAN COOT,XC452172.wav,AMERICAN COOT\XC452172.wav,2
AMERICAN COOT,XC452173.wav,AMERICAN COOT\XC452173.wav,2
AMERICAN COOT,XC452175.wav,AMERICAN COOT\XC452175.wav,2
AMERICAN COOT,XC452176.wav,AMERICAN COOT\XC452176.wav,2
AMERICAN COOT,XC452741.wav,AMERICAN COOT\XC452741.wav,2
AMERICAN COOT,XC453043.wav,AMERICAN COOT\XC453043.wav,2
AMERICAN COOT,XC45515.wav,AMERICAN COOT\XC45515.wav,2
AMERICAN COOT,XC45516.wav,AMERICAN COOT\XC45516.wav,2
AMERICAN COOT,XC482269.wav,AMERICAN COOT\XC482269.wav,2
AMERICAN COOT,XC487936.wav,AMERICAN COOT\XC487936.wav,2
AMERICAN COOT,XC54444.wav,AMERICAN COOT\XC54444.wav,2
AMERICAN COOT,XC54448.wav,AMERICAN COOT\XC54448.wav,2
AMERICAN COOT,XC57423.wav,AMERICAN COOT\XC57423.wav,2
AMERICAN COOT,XC57424.wav,AMERICAN COOT\XC57424.wav,2
AMERICAN COOT,XC57426.wav,AMERICAN COOT\XC57426.wav,2
AMERICAN COOT,XC57428.wav,AMERICAN COOT\XC57428.wav,2
AMERICAN COOT,XC57429.wav,AMERICAN COOT\XC57429.wav,2
AMERICAN COOT,XC66143.wav,AMERICAN COOT\XC66143.wav,2
AMERICAN COOT,XC66144.wav,AMERICAN COOT\XC66144.wav,2
AMERICAN COOT,XC6870.wav,AMERICAN COOT\XC6870.wav,2
AMERICAN GOLDFINCH,XC109299.wav,AMERICAN GOLDFINCH\XC109299.wav,3
AMERICAN GOLDFINCH,XC109300.wav,AMERICAN GOLDFINCH\XC109300.wav,3
AMERICAN GOLDFINCH,XC109301.wav,AMERICAN GOLDFINCH\XC109301.wav,3
AMERICAN GOLDFINCH,XC109606.wav,AMERICAN GOLDFINCH\XC109606.wav,3
AMERICAN GOLDFINCH,XC114087.wav,AMERICAN GOLDFINCH\XC114087.wav,3
AMERICAN GOLDFINCH,XC114342.wav,AMERICAN GOLDFINCH\XC114342.wav,3
AMERICAN GOLDFINCH,XC124312.wav,AMERICAN GOLDFINCH\XC124312.wav,3
AMERICAN GOLDFINCH,XC127600.wav,AMERICAN GOLDFINCH\XC127600.wav,3
AMERICAN GOLDFINCH,XC131637.wav,AMERICAN GOLDFINCH\XC131637.wav,3
AMERICAN GOLDFINCH,XC133564.wav,AMERICAN GOLDFINCH\XC133564.wav,3
AMERICAN GOLDFINCH,XC133565.wav,AMERICAN GOLDFINCH\XC133565.wav,3
AMERICAN GOLDFINCH,XC133569.wav,AMERICAN GOLDFINCH\XC133569.wav,3
AMERICAN GOLDFINCH,XC139798.wav,AMERICAN GOLDFINCH\XC139798.wav,3
AMERICAN GOLDFINCH,XC141469.wav,AMERICAN GOLDFINCH\XC141469.wav,3
AMERICAN GOLDFINCH,XC153552.wav,AMERICAN GOLDFINCH\XC153552.wav,3
AMERICAN GOLDFINCH,XC156788.wav,AMERICAN GOLDFINCH\XC156788.wav,3
AMERICAN GOLDFINCH,XC157457.wav,AMERICAN GOLDFINCH\XC157457.wav,3
AMERICAN GOLDFINCH,XC165034.wav,AMERICAN GOLDFINCH\XC165034.wav,3
AMERICAN GOLDFINCH,XC169080.wav,AMERICAN GOLDFINCH\XC169080.wav,3
AMERICAN GOLDFINCH,XC169081.wav,AMERICAN GOLDFINCH\XC169081.wav,3
AMERICAN GOLDFINCH,XC169082.wav,AMERICAN GOLDFINCH\XC169082.wav,3
AMERICAN GOLDFINCH,XC169083.wav,AMERICAN GOLDFINCH\XC169083.wav,3
AMERICAN GOLDFINCH,XC169084.wav,AMERICAN GOLDFINCH\XC169084.wav,3
AMERICAN GOLDFINCH,XC169085.wav,AMERICAN GOLDFINCH\XC169085.wav,3
AMERICAN GOLDFINCH,XC17120.wav,AMERICAN GOLDFINCH\XC17120.wav,3
AMERICAN GOLDFINCH,XC175254.wav,AMERICAN GOLDFINCH\XC175254.wav,3
AMERICAN GOLDFINCH,XC177152.wav,AMERICAN GOLDFINCH\XC177152.wav,3
AMERICAN GOLDFINCH,XC179074.wav,AMERICAN GOLDFINCH\XC179074.wav,3
AMERICAN GOLDFINCH,XC179086.wav,AMERICAN GOLDFINCH\XC179086.wav,3
AMERICAN GOLDFINCH,XC179092.wav,AMERICAN GOLDFINCH\XC179092.wav,3
AMERICAN GOLDFINCH,XC179124.wav,AMERICAN GOLDFINCH\XC179124.wav,3
AMERICAN GOLDFINCH,XC179304.wav,AMERICAN GOLDFINCH\XC179304.wav,3
AMERICAN GOLDFINCH,XC182073.wav,AMERICAN GOLDFINCH\XC182073.wav,3
AMERICAN GOLDFINCH,XC182078.wav,AMERICAN GOLDFINCH\XC182078.wav,3
AMERICAN GOLDFINCH,XC182406.wav,AMERICAN GOLDFINCH\XC182406.wav,3
AMERICAN GOLDFINCH,XC191980.wav,AMERICAN GOLDFINCH\XC191980.wav,3
AMERICAN GOLDFINCH,XC192078.wav,AMERICAN GOLDFINCH\XC192078.wav,3
AMERICAN GOLDFINCH,XC192099.wav,AMERICAN GOLDFINCH\XC192099.wav,3
AMERICAN GOLDFINCH,XC205514.wav,AMERICAN GOLDFINCH\XC205514.wav,3
AMERICAN GOLDFINCH,XC206070.wav,AMERICAN GOLDFINCH\XC206070.wav,3
AMERICAN GOLDFINCH,XC210732.wav,AMERICAN GOLDFINCH\XC210732.wav,3
AMERICAN GOLDFINCH,XC210744.wav,AMERICAN GOLDFINCH\XC210744.wav,3
AMERICAN GOLDFINCH,XC210746.wav,AMERICAN GOLDFINCH\XC210746.wav,3
AMERICAN GOLDFINCH,XC210754.wav,AMERICAN GOLDFINCH\XC210754.wav,3
AMERICAN GOLDFINCH,XC217005.wav,AMERICAN GOLDFINCH\XC217005.wav,3
AMERICAN GOLDFINCH,XC236563.wav,AMERICAN GOLDFINCH\XC236563.wav,3
AMERICAN GOLDFINCH,XC239645.wav,AMERICAN GOLDFINCH\XC239645.wav,3
AMERICAN GOLDFINCH,XC253704.wav,AMERICAN GOLDFINCH\XC253704.wav,3
AMERICAN GOLDFINCH,XC255471.wav,AMERICAN GOLDFINCH\XC255471.wav,3
AMERICAN GOLDFINCH,XC276993.wav,AMERICAN GOLDFINCH\XC276993.wav,3
AMERICAN GOLDFINCH,XC288983.wav,AMERICAN GOLDFINCH\XC288983.wav,3
AMERICAN GOLDFINCH,XC288984.wav,AMERICAN GOLDFINCH\XC288984.wav,3
AMERICAN GOLDFINCH,XC294256.wav,AMERICAN GOLDFINCH\XC294256.wav,3
AMERICAN GOLDFINCH,XC294424.wav,AMERICAN GOLDFINCH\XC294424.wav,3
AMERICAN GOLDFINCH,XC298362.wav,AMERICAN GOLDFINCH\XC298362.wav,3
AMERICAN GOLDFINCH,XC31023.wav,AMERICAN GOLDFINCH\XC31023.wav,3
AMERICAN GOLDFINCH,XC313463.wav,AMERICAN GOLDFINCH\XC313463.wav,3
AMERICAN GOLDFINCH,XC313678.wav,AMERICAN GOLDFINCH\XC313678.wav,3
AMERICAN GOLDFINCH,XC313679.wav,AMERICAN GOLDFINCH\XC313679.wav,3
AMERICAN GOLDFINCH,XC313680.wav,AMERICAN GOLDFINCH\XC313680.wav,3
AMERICAN GOLDFINCH,XC313681.wav,AMERICAN GOLDFINCH\XC313681.wav,3
AMERICAN GOLDFINCH,XC315299.wav,AMERICAN GOLDFINCH\XC315299.wav,3
AMERICAN GOLDFINCH,XC315598.wav,AMERICAN GOLDFINCH\XC315598.wav,3
AMERICAN GOLDFINCH,XC318488.wav,AMERICAN GOLDFINCH\XC318488.wav,3
AMERICAN GOLDFINCH,XC323308.wav,AMERICAN GOLDFINCH\XC323308.wav,3
AMERICAN GOLDFINCH,XC324344.wav,AMERICAN GOLDFINCH\XC324344.wav,3
AMERICAN GOLDFINCH,XC325098.wav,AMERICAN GOLDFINCH\XC325098.wav,3
AMERICAN GOLDFINCH,XC325659.wav,AMERICAN GOLDFINCH\XC325659.wav,3
AMERICAN GOLDFINCH,XC327670.wav,AMERICAN GOLDFINCH\XC327670.wav,3
AMERICAN GOLDFINCH,XC333998.wav,AMERICAN GOLDFINCH\XC333998.wav,3
AMERICAN GOLDFINCH,XC344965.wav,AMERICAN GOLDFINCH\XC344965.wav,3
AMERICAN GOLDFINCH,XC363216.wav,AMERICAN GOLDFINCH\XC363216.wav,3
AMERICAN GOLDFINCH,XC367697.wav,AMERICAN GOLDFINCH\XC367697.wav,3
AMERICAN GOLDFINCH,XC368590.wav,AMERICAN GOLDFINCH\XC368590.wav,3
AMERICAN GOLDFINCH,XC372211.wav,AMERICAN GOLDFINCH\XC372211.wav,3
AMERICAN GOLDFINCH,XC382506.wav,AMERICAN GOLDFINCH\XC382506.wav,3
AMERICAN GOLDFINCH,XC383905.wav,AMERICAN GOLDFINCH\XC383905.wav,3
AMERICAN GOLDFINCH,XC383960.wav,AMERICAN GOLDFINCH\XC383960.wav,3
AMERICAN GOLDFINCH,XC385027.wav,AMERICAN GOLDFINCH\XC385027.wav,3
AMERICAN GOLDFINCH,XC385206.wav,AMERICAN GOLDFINCH\XC385206.wav,3
AMERICAN GOLDFINCH,XC388255.wav,AMERICAN GOLDFINCH\XC388255.wav,3
AMERICAN GOLDFINCH,XC389252.wav,AMERICAN GOLDFINCH\XC389252.wav,3
AMERICAN GOLDFINCH,XC390608.wav,AMERICAN GOLDFINCH\XC390608.wav,3
AMERICAN GOLDFINCH,XC394110.wav,AMERICAN GOLDFINCH\XC394110.wav,3
AMERICAN GOLDFINCH,XC411318.wav,AMERICAN GOLDFINCH\XC411318.wav,3
AMERICAN GOLDFINCH,XC420842.wav,AMERICAN GOLDFINCH\XC420842.wav,3
AMERICAN GOLDFINCH,XC428425.wav,AMERICAN GOLDFINCH\XC428425.wav,3
AMERICAN GOLDFINCH,XC429266.wav,AMERICAN GOLDFINCH\XC429266.wav,3
AMERICAN GOLDFINCH,XC437593.wav,AMERICAN GOLDFINCH\XC437593.wav,3
AMERICAN GOLDFINCH,XC453934.wav,AMERICAN GOLDFINCH\XC453934.wav,3
AMERICAN GOLDFINCH,XC454621.wav,AMERICAN GOLDFINCH\XC454621.wav,3
AMERICAN GOLDFINCH,XC462056.wav,AMERICAN GOLDFINCH\XC462056.wav,3
AMERICAN GOLDFINCH,XC476270.wav,AMERICAN GOLDFINCH\XC476270.wav,3
AMERICAN GOLDFINCH,XC483030.wav,AMERICAN GOLDFINCH\XC483030.wav,3
AMERICAN GOLDFINCH,XC486563.wav,AMERICAN GOLDFINCH\XC486563.wav,3
AMERICAN GOLDFINCH,XC493543.wav,AMERICAN GOLDFINCH\XC493543.wav,3
AMERICAN GOLDFINCH,XC496109.wav,AMERICAN GOLDFINCH\XC496109.wav,3
AMERICAN GOLDFINCH,XC502629.wav,AMERICAN GOLDFINCH\XC502629.wav,3
AMERICAN GOLDFINCH,XC504150.wav,AMERICAN GOLDFINCH\XC504150.wav,3
AMERICAN GOLDFINCH,XC51411.wav,AMERICAN GOLDFINCH\XC51411.wav,3
AMERICAN KESTREL,XC114061.wav,AMERICAN KESTREL\XC114061.wav,4
AMERICAN KESTREL,XC127418.wav,AMERICAN KESTREL\XC127418.wav,4
AMERICAN KESTREL,XC133392.wav,AMERICAN KESTREL\XC133392.wav,4
AMERICAN KESTREL,XC138718.wav,AMERICAN KESTREL\XC138718.wav,4
AMERICAN KESTREL,XC147272.wav,AMERICAN KESTREL\XC147272.wav,4
AMERICAN KESTREL,XC147273.wav,AMERICAN KESTREL\XC147273.wav,4
AMERICAN KESTREL,XC160904.wav,AMERICAN KESTREL\XC160904.wav,4
AMERICAN KESTREL,XC16111.wav,AMERICAN KESTREL\XC16111.wav,4
AMERICAN KESTREL,XC213165.wav,AMERICAN KESTREL\XC213165.wav,4
AMERICAN KESTREL,XC214256.wav,AMERICAN KESTREL\XC214256.wav,4
AMERICAN KESTREL,XC214257.wav,AMERICAN KESTREL\XC214257.wav,4
AMERICAN KESTREL,XC214259.wav,AMERICAN KESTREL\XC214259.wav,4
AMERICAN KESTREL,XC216657.wav,AMERICAN KESTREL\XC216657.wav,4
AMERICAN KESTREL,XC238264.wav,AMERICAN KESTREL\XC238264.wav,4
AMERICAN KESTREL,XC250844.wav,AMERICAN KESTREL\XC250844.wav,4
AMERICAN KESTREL,XC253328.wav,AMERICAN KESTREL\XC253328.wav,4
AMERICAN KESTREL,XC253935.wav,AMERICAN KESTREL\XC253935.wav,4
AMERICAN KESTREL,XC253951.wav,AMERICAN KESTREL\XC253951.wav,4
AMERICAN KESTREL,XC254588.wav,AMERICAN KESTREL\XC254588.wav,4
AMERICAN KESTREL,XC254589.wav,AMERICAN KESTREL\XC254589.wav,4
AMERICAN KESTREL,XC257401.wav,AMERICAN KESTREL\XC257401.wav,4
AMERICAN KESTREL,XC267262.wav,AMERICAN KESTREL\XC267262.wav,4
AMERICAN KESTREL,XC278000.wav,AMERICAN KESTREL\XC278000.wav,4
AMERICAN KESTREL,XC289032.wav,AMERICAN KESTREL\XC289032.wav,4
AMERICAN KESTREL,XC289663.wav,AMERICAN KESTREL\XC289663.wav,4
AMERICAN KESTREL,XC297550.wav,AMERICAN KESTREL\XC297550.wav,4
AMERICAN KESTREL,XC298663.wav,AMERICAN KESTREL\XC298663.wav,4
AMERICAN KESTREL,XC304798.wav,AMERICAN KESTREL\XC304798.wav,4
AMERICAN KESTREL,XC308302.wav,AMERICAN KESTREL\XC308302.wav,4
AMERICAN KESTREL,XC341005.wav,AMERICAN KESTREL\XC341005.wav,4
AMERICAN KESTREL,XC348428.wav,AMERICAN KESTREL\XC348428.wav,4
AMERICAN KESTREL,XC362105.wav,AMERICAN KESTREL\XC362105.wav,4
AMERICAN KESTREL,XC362208.wav,AMERICAN KESTREL\XC362208.wav,4
AMERICAN KESTREL,XC362209.wav,AMERICAN KESTREL\XC362209.wav,4
AMERICAN KESTREL,XC375505.wav,AMERICAN KESTREL\XC375505.wav,4
AMERICAN KESTREL,XC391843.wav,AMERICAN KESTREL\XC391843.wav,4
AMERICAN KESTREL,XC399014.wav,AMERICAN KESTREL\XC399014.wav,4
AMERICAN KESTREL,XC416142.wav,AMERICAN KESTREL\XC416142.wav,4
AMERICAN KESTREL,XC418510.wav,AMERICAN KESTREL\XC418510.wav,4
AMERICAN KESTREL,XC418891.wav,AMERICAN KESTREL\XC418891.wav,4
AMERICAN KESTREL,XC418893.wav,AMERICAN KESTREL\XC418893.wav,4
AMERICAN KESTREL,XC419402.wav,AMERICAN KESTREL\XC419402.wav,4
AMERICAN KESTREL,XC420472.wav,AMERICAN KESTREL\XC420472.wav,4
AMERICAN KESTREL,XC420473.wav,AMERICAN KESTREL\XC420473.wav,4
AMERICAN KESTREL,XC421160.wav,AMERICAN KESTREL\XC421160.wav,4
